NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
1184,11184,Netherlands,Soesterberg,17/2/2000,14:30,12/3/1949,51,India,Utrecht,Homemaker,Middle Level Education for Profession,1,More than 10,No Response,No Response,,Female,Netherlands/Other,155.00,61.02,81.00,178.57,Divorced,Don't Know,38,,No Response,No Response,46,India,India,No Response,40,E,95,XL,Strong Decrease
1187,11187,Netherlands,Soesterberg,20/8/1999,14:30,25/12/1968,31,Utrecht,Utrecht,Administrative Support,University,0,2-3,Alfa Romeo,Luxury,1999,Female,Netherlands/Dutch,183.00,72.05,80.00,176.37,Married,120kGuilders-160kGuilders,40,,33,34,44,Netherlands,Netherlands,Predominantly Sitting,40,D,No Response,No Response,Strong Decrease
1189,11189,Netherlands,Soesterberg,12/8/1999,13:30,6/8/1961,38,Utrecht,Utrecht,Other Speciality Occupation,Lower Level Education for Profession,2,6-10,Volvo,Intermediate,1991,Male,Netherlands/Dutch,168.00,66.14,62.00,136.69,Married,30kGuilders-40kGuilders,39,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,24,,,4,About the Same
1190,11190,Netherlands,Soesterberg,27/9/1999,9:00,7/12/1947,52,Noord Holland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,0-1,No Response,Intermediate,1987,Female,Netherlands/Dutch,168.00,66.14,73.00,160.94,Married,Don't Know,40,,34,30,42,Netherlands,Netherlands,Predominantly Walking or Cycling,28,B,85,No Response,About the Same
1192,11192,Netherlands,Soesterberg,24/11/1999,9:45,10/6/1956,44,Noord Holland,Utrecht,Service Occupation,High School,2,4-6,Nissan,Luxury,1990,Female,Netherlands/Dutch,167.00,65.75,77.00,169.76,Married,60kGuilders-90kGuilders,37,,34,34,44,Netherlands,Netherlands,Predominantly Sitting,32,C,80,XL,About the Same
1194,11194,Netherlands,Soesterberg,8/9/1999,9:30,6/2/1963,37,Zuid Holland,Utrecht,No Response,Lower Level Education for Profession,2,2-3,No Response,No Response,,Female,Netherlands/Dutch,168.00,66.14,61.00,134.48,Married,No Response,38,,No Response,No Response,No Response,Netherlands,Netherlands,Predominantly Sitting,No Response,B,No Response,No Response,About the Same
1196,11196,Netherlands,Soesterberg,12/8/1999,11:00,17/3/1959,40,Zuid Holland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,2-3,Peugeot,Compact,1992,Female,Netherlands/Other,170.00,66.93,75.00,165.35,Married,Don't Know,40,,32,31,42,Indonesia,Netherlands,Predominantly Walking or Cycling,10,C,No Response,No Response,About the Same
1197,11197,Netherlands,Soesterberg,30/9/1999,16:00,25/6/1935,64,Utrecht,Utrecht,Unemployed,Lower Level Education for Profession,4,4-6,No Response,No Response,,Female,Netherlands/Dutch,159.00,62.60,90.00,198.42,Single,Don't Know,41,,No Response,No Response,50,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,D,100,No Response,About the Same
1202,11202,Netherlands,Soesterberg,27/9/1999,10:00,2/8/1937,62,Utrecht,Utrecht,Unemployed,Bachelors,3,4-6,No Response,No Response,,Female,Netherlands/Dutch,158.00,62.20,72.00,158.73,Married,Don't Know,39,,38,28,42,Netherlands,Netherlands,No Response,No Response,C,90,No Response,About the Same
1203,11203,Netherlands,Soesterberg,16/8/1999,11:00,30/7/1953,46,Utrecht,Utrecht,Unemployed,High School,3,More than 10,No Response,No Response,,Female,Netherlands/Dutch,172.00,67.72,100.00,220.46,Married,40kGuilders-60kGuilders,42,,No Response,No Response,48,Netherlands,Netherlands,No Response,No Response,C,No Response,No Response,About the Same
1204,11204,Netherlands,Soesterberg,18/8/1999,15:00,16/9/1944,55,Utrecht,Utrecht,Transport Storage and Communication,High School,3,0-1,Other,Compact,1986,Male,Netherlands/Dutch,167.00,65.75,80.00,176.37,Married,40kGuilders-60kGuilders,41,52,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,36,,,7,About the Same
1205,11205,Netherlands,Soesterberg,2/10/1999,15:00,27/1/1955,45,Gelderland,Groningen,Transport Storage and Communication,Elementary School,0,0-1,Peugeot,Intermediate,1991,Male,Netherlands/Dutch,181.00,71.26,110.00,242.51,Single,40kGuilders-60kGuilders,45,52,32,36,,Netherlands,Netherlands,Carrying and Lifting,45,,,5,Strong Decrease
1206,11206,Netherlands,Soesterberg,27/8/1999,8:30,9/6/1961,38,Utrecht,Utrecht,Health and Wellbeing,High School,2,0-1,No Response,Don't Know,,Male,Netherlands/Dutch,182.00,71.65,81.00,178.57,Married,30kGuilders-40kGuilders,42,54,34,34,,Netherlands,Netherlands,Carrying and Lifting,32,,,No Response,About the Same
1207,11207,Netherlands,Soesterberg,31/8/1999,14:30,11/2/1958,42,Utrecht,Utrecht,Service Occupation,Middle Level Education for Profession,2,4-6,Volkswagen,Intermediate,,Male,Netherlands/Dutch,204.00,80.31,125.00,275.58,Married,60kGuilders-90kGuilders,48,No Response,40,36,,Netherlands,Netherlands,Predominantly Sitting,36,,,8,About the Same
1211,11211,Netherlands,Soesterberg,19/8/1999,9:00,24/11/1957,42,Zuid Holland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,2-3,Toyota,Luxury,1991,Female,Netherlands/Other,163.00,64.17,56.00,123.46,No Response,60kGuilders-90kGuilders,37,,31,30,38,Netherlands,Suriname,Carrying and Lifting,28,B,No Response,No Response,About the Same
1213,11213,Netherlands,Soesterberg,19/2/2000,15:45,14/5/1950,50,Noord Holland,Utrecht,Administrative Support,University,2,0-1,Ford,Station Wagon,1998,Male,Netherlands/Dutch,172.00,67.72,98.00,216.05,Married,120kGuilders-160kGuilders,43,54,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,6,About the Same
1214,11214,Netherlands,Soesterberg,13/12/1999,9:45,14/6/1968,32,Zuid Holland,Utrecht,Unemployed,University,0,0-1,Seat,Compact,1991,Female,Netherlands/Dutch,167.00,65.75,63.00,138.89,Divorced,30kGuilders-40kGuilders,38,,No Response,No Response,36,Netherlands,Netherlands,Predominantly Sitting,No Response,B,70,38,About the Same
1215,11215,Netherlands,Soesterberg,12/8/1999,9:30,7/9/1964,35,Utrecht,Utrecht,Armed Services,Lower Level Education for Profession,0,2-3,Mitsubishi,Compact,1988,Female,Netherlands/Dutch,178.00,70.08,65.00,143.30,Living Together,40kGuilders-60kGuilders,40,,30,34,42,Netherlands,Netherlands,Predominantly Sitting,32,C,No Response,No Response,Strong Increase
1217,11217,Netherlands,Soesterberg,3/9/1999,9:00,28/4/1962,37,Noord Holland,Utrecht,Financial Institutions,High School,4,4-6,No Response,Don't Know,,Female,Netherlands/Dutch,176.00,69.29,57.00,125.66,Living Together,60kGuilders-90kGuilders,39,,30,34,38,Netherlands,Netherlands,Predominantly Sitting,16,B,No Response,5,About the Same
1218,11218,Netherlands,Soesterberg,12/10/1999,13:00,11/2/1943,57,Noord Holland,Noord Holland,Homemaker,Lower Level Education for Profession,3,0-1,No Response,No Response,,Female,Netherlands/Other,165.00,64.96,100.00,220.46,Married,No Response,40,,42,29,50,Germany,Netherlands,Predominantly Walking or Cycling,No Response,E,95,XXL,About the Same
1219,11219,Netherlands,Soesterberg,19/8/1999,14:30,27/5/1956,43,Noord Holland,Utrecht,Administrative Support,High School,0,2-3,Fiat,Compact,1999,Female,Netherlands/Dutch,158.00,62.20,61.00,134.48,Married,120kGuilders-160kGuilders,36,,30,32,38,Netherlands,Netherlands,Predominantly Sitting,20,C,No Response,No Response,About the Same
1220,11220,Netherlands,Soesterberg,15/9/1999,11:30,15/10/1955,44,Noord Holland,Noord Holland,Homemaker,High School,3,4-6,Renault,Compact,1989,Female,Netherlands/Dutch,176.00,69.29,68.00,149.91,Married,40kGuilders-60kGuilders,40,,No Response,34,42,Netherlands,Netherlands,Carrying and Lifting,60,D,85,No Response,About the Same
1221,11221,Netherlands,Soesterberg,9/10/1999,15:00,7/3/1969,31,Noord Holland,Flevoland,Unemployed,Middle Level Education for Profession,0,2-3,Peugeot,Intermediate,1998,Female,Netherlands/Dutch,169.00,66.54,63.50,139.99,Single,20kGuilders-30kGuilders,40,,30,31,40,Netherlands,Netherlands,Predominantly Sitting,40,A,80,M,About the Same
1223,11223,Netherlands,Soesterberg,23/9/1999,10:00,4/1/1946,54,Zuid Holland,Utrecht,Culture and Recreation,Middle Level Education for Profession,2,6-10,Toyota,Intermediate,1991,Female,Netherlands/Dutch,154.00,60.63,61.00,134.48,Divorced,20kGuilders-30kGuilders,38,,31,28,42,Netherlands,Netherlands,Predominantly Walking or Cycling,3,B,75,7,Strong Decrease
1226,11226,Netherlands,Soesterberg,2/9/1999,13:30,3/8/1940,59,Utrecht,Utrecht,Homemaker,Elementary School,3,0-1,Suzuki,Intermediate,1994,Female,Netherlands/Dutch,168.00,66.14,88.00,194.01,Married,Don't Know,40,,38,31,48,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,E,59,No Response,Strong Increase
1228,11228,Netherlands,Soesterberg,30/10/1999,16:00,29/12/1961,38,Utrecht,Noord Holland,Industry,Middle Level Education for Profession,2,2-3,Opel,Intermediate,1994,Male,Netherlands/Dutch,176.00,69.29,63.00,138.89,Married,30kGuilders-40kGuilders,41,50,31,32,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
1229,11229,Netherlands,Soesterberg,30/10/1999,15:00,7/10/1964,35,Utrecht,Noord Holland,Homemaker,Middle Level Education for Profession,2,0-1,Opel,Intermediate,1994,Female,Netherlands/Dutch,163.00,64.17,61.00,134.48,Married,30kGuilders-40kGuilders,37.5,,42,28,38,Netherlands,Netherlands,Predominantly Standing,No Response,B,75,M,About the Same
1230,11230,Netherlands,Soesterberg,13/9/1999,11:00,18/5/1949,50,Groningen,Flevoland,Other Speciality Occupation,Middle Level Education for Profession,2,4-6,Citroen,Intermediate,1995,Male,Netherlands/Dutch,173.00,68.11,85.00,187.39,Married,40kGuilders-60kGuilders,40,50,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,,,5,About the Same
1232,11232,Netherlands,Soesterberg,9/10/1999,14:00,24/5/1963,36,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,0,2-3,Daewoo,Compact,1998,Female,Netherlands/Dutch,170.00,66.93,58.00,127.87,Married,30kGuilders-40kGuilders,39,38,28,31,36,Netherlands,Netherlands,Predominantly Sitting,55,A,75,No Response,About the Same
1234,11234,Netherlands,Soesterberg,13/8/1999,13:30,18/5/1936,63,Zuid Holland,Noord Holland,Health and Wellbeing,High School,1,0-1,Nissan,Intermediate,1984,Male,Netherlands/Dutch,185.00,72.83,136.00,299.83,Married,20kGuilders-30kGuilders,No Response,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,No Response,,,No Response,Strong Increase
1235,11235,Netherlands,Soesterberg,11/2/2000,15:00,30/8/1958,42,Noord Holland,Noord Holland,Health and Wellbeing,Middle Level Education for Profession,2,6-10,Other,Compact,1998,Female,Netherlands/Dutch,178.00,70.08,83.00,182.98,Married,90kGuilders-120kGuilders,40,,34,36,46,Netherlands,Netherlands,Predominantly Sitting,24,D,80,XL,About the Same
1236,11236,Netherlands,Soesterberg,13/10/1999,10:00,1/7/1943,56,Utrecht,Utrecht,Homemaker,High School,0,4-6,Ford,Compact,1998,Female,Netherlands/Other,160.00,62.99,65.00,143.30,Married,40kGuilders-60kGuilders,40,,32,29,40,Netherlands,Germany,Predominantly Walking or Cycling,No Response,B,75,40,About the Same
1241,11241,Netherlands,Soesterberg,20/8/1999,13:30,26/5/1944,55,Utrecht,Utrecht,Armed Services,High School,No Response,No Response,Hyundai,Truck,1991,Male,Netherlands/Dutch,185.00,72.83,75.00,165.35,No Response,No Response,46,52,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,80,,,No Response,No Response
1242,11242,Netherlands,Soesterberg,11/1/2000,15:45,25/8/1948,51,India,Utrecht,Administrative Support,High School,2,2-3,Peugeot,Intermediate,1986,Female,Netherlands/Other,156.00,61.42,56.00,123.46,Married,90kGuilders-120kGuilders,36.5,,30,28,38,India,India,Predominantly Sitting,25,B,80,38,About the Same
1243,11243,Netherlands,Soesterberg,19/2/2000,15:00,11/12/1978,21,Noord Holland,Utrecht,Other Speciality Occupation,University,0,4-6,Citroen,Luxury,1998,Male,Netherlands/Dutch,192.00,75.59,84.00,185.19,Living Together,90kGuilders-120kGuilders,44,52,33,36,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
1244,11244,Netherlands,Soesterberg,14/9/1999,15:00,24/3/1948,52,Utrecht,Utrecht,Unemployed,High School,2,0-1,Suzuki,Other,1987,Female,Netherlands/Dutch,168.00,66.14,102.00,224.87,Married,20kGuilders-30kGuilders,39,,No Response,No Response,52,Netherlands,Netherlands,No Response,No Response,D,95,No Response,About the Same
1247,11247,Netherlands,Soesterberg,12/10/1999,9:00,12/11/1949,50,Noord Holland,Utrecht,Government,Bachelors,2,More than 10,Volvo,Station Wagon,1985,Male,Netherlands/Dutch,190.00,74.80,85.00,187.39,Married,40kGuilders-60kGuilders,46,53,36,36,,Netherlands,Netherlands,Predominantly Walking or Cycling,36,,,7,About the Same
1248,11248,Netherlands,Soesterberg,6/9/1999,13:00,15/9/1961,38,Zuid Holland,Utrecht,Other Speciality Occupation,High School,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,190.00,74.80,65.00,143.30,Single,60kGuilders-90kGuilders,46,No Response,31,36,,Netherlands,Netherlands,Predominantly Walking or Cycling,55,,,5,About the Same
1249,11249,Netherlands,Soesterberg,1/9/1999,13:30,22/8/1969,30,Utrecht,Utrecht,Unemployed,Middle Level Education for Profession,1,0-1,Ford,Intermediate,1989,Female,Netherlands/Dutch,175.00,68.90,57.00,125.66,Single,Don't Know,39,,28,36,36,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,B,No Response,No Response,About the Same
1250,11250,Netherlands,Soesterberg,23/10/1999,14:00,21/7/1964,35,Noord Holland,Noord Holland,Health and Wellbeing,Bachelors,2,2-3,Toyota,Compact,1993,Female,Netherlands/Dutch,170.00,66.93,80.00,176.37,Married,30kGuilders-40kGuilders,38,,34,31,44,Netherlands,Netherlands,Predominantly Walking or Cycling,8,B,85,L,About the Same
1251,11251,Netherlands,Soesterberg,2/10/1999,9:00,8/11/1956,43,Noord Holland,Noord Holland,Other Speciality Occupation,Middle Level Education for Profession,2,0-1,Ford,Intermediate,1994,Male,Netherlands/Dutch,194.00,76.38,85.00,187.39,Registered Partnership,60kGuilders-90kGuilders,45,52,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,28,,,6,Strong Increase
1254,11254,Netherlands,Soesterberg,15/10/1999,10:00,27/3/1959,41,Drenthe,Utrecht,Administrative Support,Bachelors,5,2-3,Nissan,Minivan,1998,Male,Netherlands/Dutch,182.00,71.65,85.00,187.39,Married,60kGuilders-90kGuilders,43,52,34,34,,Netherlands,Netherlands,Predominantly Sitting,40,,,5,About the Same
1257,11257,Netherlands,Soesterberg,9/8/1999,13:30,28/10/1981,18,Utrecht,Utrecht,No Response,Middle Level Education for Profession,No Response,No Response,No Response,No Response,,Female,Netherlands/Other,168.00,66.14,55.00,121.25,No Response,No Response,No Response,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
1258,11258,Netherlands,Soesterberg,8/9/1999,14:00,8/2/1961,39,Zuid Holland,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,2,2-3,Daihatsu,Compact,1993,Male,Netherlands/Dutch,180.00,70.87,86.00,189.60,Married,Don't Know,42,No Response,32,36,,Netherlands,Netherlands,Predominantly Sitting,36,,,5,About the Same
1260,11260,Netherlands,Soesterberg,14/12/1999,13:30,10/11/1959,40,Noord Holland,Utrecht,Unemployed,High School,0,2-3,Volvo,Compact,,Female,Netherlands/Other,172.00,67.72,104.00,229.28,Living Together,Don't Know,38,,No Response,No Response,48,Other,Netherlands,No Response,No Response,D,95,XL,About the Same
1262,11262,Netherlands,Soesterberg,1/12/1999,10:30,23/9/1966,33,Noord Holland,Gelderland,Unemployed,Lower Level Education for Profession,1,4-6,Volkswagen,Compact,1987,Female,Netherlands/Dutch,164.00,64.57,98.00,216.05,Single,20kGuilders-30kGuilders,41,,No Response,No Response,48,Netherlands,Netherlands,No Response,No Response,D,90,L,About the Same
1266,11266,Netherlands,Soesterberg,10/8/1999,13:00,22/1/1936,64,Indonesia,Utrecht,Health and Wellbeing,Bachelors,0,4-6,Toyota,Intermediate,1989,Female,Netherlands/Other,160.00,62.99,58.00,127.87,Married,Don't Know,36,,No Response,No Response,42,Indonesia,Netherlands,Carrying and Lifting,60,C,No Response,No Response,About the Same
1267,11267,Netherlands,Soesterberg,7/10/1999,15:00,2/6/1959,40,Groningen,Utrecht,Administrative Support,Lower Level Education for Profession,0,2-3,Ford,Compact,1998,Female,Netherlands/Dutch,170.00,66.93,105.00,231.49,Married,40kGuilders-60kGuilders,41,,No Response,No Response,52,Netherlands,Netherlands,Predominantly Sitting,23,D,90,XL,About the Same
1270,11270,Netherlands,Soesterberg,13/9/1999,14:00,29/6/1948,51,Limburg,Utrecht,Unemployed,Middle Level Education for Profession,3,6-10,Opel,Compact,1999,Female,Netherlands/Dutch,165.00,64.96,66.00,145.51,Living Together,No Response,38,,30,29,38,Netherlands,Netherlands,No Response,No Response,C,80,No Response,About the Same
1271,11271,Netherlands,Soesterberg,13/9/1999,13:00,15/5/1942,57,Noord Brabant,Utrecht,Unemployed,University,3,6-10,Volvo,Intermediate,1995,Male,Netherlands/Dutch,182.00,71.65,115.00,253.53,Living Together,Don't Know,43,56,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,6,Strong Increase
1272,11272,Netherlands,Soesterberg,13/9/1999,10:00,29/2/1956,44,Gelderland,Utrecht,Trade,Middle Level Education for Profession,3,More than 10,Seat,Compact,1994,Female,Netherlands/Dutch,180.00,70.87,69.00,152.12,Single,20kGuilders-30kGuilders,41,,31,31,40,Netherlands,Netherlands,Predominantly Walking or Cycling,15,A,85,No Response,About the Same
1273,11273,Netherlands,Soesterberg,17/9/1999,15:30,9/6/1965,34,Zuid Holland,Utrecht,Transport Storage and Communication,Middle Level Education for Profession,2,0-1,Nissan,Intermediate,1988,Male,Netherlands/Dutch,178.00,70.08,96.00,211.64,Married,60kGuilders-90kGuilders,42,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,40,,,10,About the Same
1275,11275,Netherlands,Soesterberg,19/11/1999,14:15,21/5/1952,48,Noord Holland,Noord Holland,Trade,Bachelors,0,0-1,Volkswagen,Compact,1992,Female,Netherlands/Dutch,172.00,67.72,70.00,154.32,Married,Don't Know,39.5,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Sitting,20,B,80,L,About the Same
1277,11277,Netherlands,Soesterberg,2/9/1999,15:30,13/5/1975,24,Noord Holland,Utrecht,No Response,Bachelors,0,6-10,No Response,Don't Know,,Female,Netherlands/Other,183.00,72.05,63.00,138.89,Living Together,Don't Know,39,,30,36,38,Germany,Netherlands,Predominantly Walking or Cycling,40,B,No Response,No Response,About the Same
1279,11279,Netherlands,Soesterberg,6/9/1999,15:00,23/7/1941,58,Noord Holland,Noord Holland,Administrative Support,High School,1,6-10,Peugeot,Intermediate,1995,Male,Netherlands/Dutch,188.00,74.02,85.00,187.39,Widowed,Don't Know,46,No Response,28,No Response,,Netherlands,Netherlands,Predominantly Sitting,36,,,8,About the Same
1280,11280,Netherlands,Soesterberg,10/12/1999,14:15,7/7/1954,45,Noord Holland,Noord Holland,Hotels and Restaurants,Middle Level Education for Profession,3,More than 10,Ford,Intermediate,1989,Female,Netherlands/Dutch,161.00,63.39,50.00,110.23,Married,Don't Know,37,,29,31,36,Netherlands,Netherlands,Predominantly Standing,38,B,75,S,About the Same
1281,11281,Netherlands,Soesterberg,10/8/1999,11:00,22/8/1937,62,Germany,Noord Holland,Other Speciality Occupation,High School,4,0-1,Nissan,Intermediate,1992,Female,Netherlands/Other,168.00,66.14,54.00,119.05,Married,No Response,38,,30,32,38,Germany,Netherlands,No Response,No Response,B,No Response,No Response,About the Same
